Merek,Model,Varian,Tahun,Transmisi,jarak_tempuh_max
Peugeot,206,Sporty,2002,Automatic Triptonic,120000.0
Isuzu,Panther,LV,2008,Manual,270000.0
Mercedes-Benz,C-Class,C180,1995,Manual,190000.0
Suzuki,Ertiga,GX Elegant,2017,Automatic,30000.0
Mercedes-Benz,C-Class,C200,2011,Automatic Triptonic,70000.0
Mercedes-Benz,SLK-Class,SLK200,2012,Automatic,30000.0
Nissan,Livina,X-Gear,2012,Automatic,120000.0
Hyundai,Avega,GL,2008,Manual,170000.0
Mercedes-Benz,C-Class,C200,1997,Automatic,170000.0
Toyota,Avanza,E,2007,Manual,85000.0
Suzuki,Katana,GX,2002,Manual,110000.0
Lexus,RX,270,2012,Automatic,65000.0
Daihatsu,Xenia,Li,2009,Manual,100000.0
Mitsubishi,Pajero Sport,Dakar,2012,Automatic Triptonic,95000.0
Nissan,March,XS,2016,Automatic,35000.0
Honda,Mobilio,E,2018,Automatic,10000.0
Ford,Lain-lain,Lain-lain,2011,Manual,75000.0
Mitsubishi,Galant,2.0,1994,Manual,25000.0
Isuzu,Panther,LM,2003,Manual,
Mercedes-Benz,C-Class,C180,2003,Automatic Triptonic,100000.0
Jeep,Wrangler ,Lain-lain,2013,Automatic,50000.0
Volkswagen,Golf,TSI,2011,Automatic,70000.0
Honda,Brio,E,2018,Manual,30000.0
Chery,QQ,Compact City,2008,Manual,95000.0
Daihatsu,Xenia,X 1.3 STD,2016,Manual,10000.0
Suzuki,Katana,1.0,1987,Manual,30000.0
BMW,Serie 3,318i E36 1.8,1997,Manual,165000.0
Isuzu,MU-X,2.5 L AT,2015,Automatic,185000.0
Proton,Saga,FLX,2017,Manual,15000.0
KIA,Rio,,2014,Automatic Triptonic,40000.0
Daihatsu,Xenia,R 1.3 DLX,2012,Manual,90000.0
Suzuki,Ertiga,GL,2014,Automatic,110000.0
Mazda,2,R,2011,Automatic,80000.0
BMW,Serie 3,335i,2013,Automatic,45000.0
KIA,Pride,1.4,2010,Automatic,105000.0
Peugeot,406,Lain-lain,1997,Manual,260000.0
Isuzu,D-Max,Lain-lain,2011,Manual,195000.0
Honda,Jazz,GK,2015,Manual,25000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2011,Automatic Triptonic,125000.0
Suzuki,Swift,ST,2008,Automatic,125000.0
Daihatsu,Classy,,1993,Manual,95000.0
BMW,X5,xDrive35i xLine,2016,Automatic,20000.0
Ford,Fiesta,Trend,2011,Automatic,120000.0
Wuling,Confero S,S 1.5 ,2017,Manual,15000.0
Honda,Jazz,,2014,Automatic,50000.0
Lexus,LS,460L,2010,Automatic Triptonic,50000.0
Mazda,CX-5,Touring,2015,Automatic,35000.0
Mazda,Lain-lain,Lain-lain,1990,Manual,245000.0
Hyundai,H-1,Elegance,2011,Automatic,120000.0
DFSK (Dongfeng Sokon),Glory 580,Luxury Version,2018,Automatic,30000.0
Ford,Escape,XLT,2003,Automatic Triptonic,200000.0
Daihatsu,Sirion,D FMC,2013,Manual,70000.0
Land Rover,Range Rover Evoque,Lain-lain,2011,Automatic,30000.0
Chevrolet,Captiva,Lain-lain,2015,Automatic,80000.0
Hyundai,New Tucson,Lain-lain,2017,Automatic,30000.0
Mazda,5,Lain-lain,2019,Automatic Triptonic,5000.0
Daihatsu,Rocky,F75 4X4 2.8,1997,Manual,95000.0
Toyota,Calya,G,2017,Manual,25000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2018,Automatic,40000.0
Hino,Lain-lain,,2014,Manual,100000.0
Nissan,Livina,Lain-lain,2012,Automatic,60000.0
Hyundai,i20,SG,2010,Automatic,75000.0
Mazda,2,R,2011,Automatic,110000.0
Nissan,Grand livina,Lain-lain,2014,Automatic,60000.0
Mercedes-Benz,C-Class,C280,2009,Automatic,55000.0
Proton,Saga,FLX,2012,Manual,95000.0
Toyota,Fortuner,G Luxury,2011,Automatic,105000.0
Isuzu,New Panther,Lain-lain,2006,Manual,160000.0
Ford,Escape,XLT,2012,Automatic,65000.0
Ford,Ranger,XL,2012,Manual,125000.0
Mercedes-Benz,CLA-Class,CLA200,2014,Automatic Triptonic,10000.0
KIA,Visto,Lain-lain,2002,Manual,115000.0
Chevrolet,Captiva,Lain-lain,2017,Automatic,55000.0
Wuling,Confero S,S 1.5C LUX PLUS,2018,Manual,20000.0
Daihatsu,Terios,TX,2011,Manual,80000.0
Datsun,Go+,Panca T Ultimate,2017,Manual,35000.0
Nissan,Juke,RX,2013,Automatic,40000.0
BMW,Serie 5,520i,2012,Automatic Triptonic,30000.0
Hyundai,New Tucson,Lain-lain,2016,Automatic,40000.0
KIA,Rio,1.5,2011,Manual,205000.0
Peugeot,407,407,2005,Automatic Triptonic,105000.0
Mercedes-Benz,Viano,Lain-lain,2011,Automatic Triptonic,140000.0
Toyota,Avanza,Veloz,2014,Automatic,80000.0
Suzuki,Carry Van,Lain-lain,2007,Manual,85000.0
KIA,Rio,1.5,2011,Manual,205000.0
Nissan,X-Trail,Lain-lain,2003,Automatic,45000.0
Daihatsu,Espass,Lain-lain,2000,Manual,105000.0
Nissan,Grand livina,Lain-lain,2007,Automatic,35000.0
Isuzu,Panther,2.3,1996,Manual,225000.0
Nissan,X-Trail,Lain-lain,2005,Automatic,110000.0
Hyundai,Atoz,GLS,2004,Manual,115000.0
Chevrolet,Trooper,LS,1993,Manual,95000.0
Mitsubishi,Xpander,,2019,Automatic,5000.0
Daihatsu,Terios,X,2019,Manual,5000.0
Isuzu,Panther,LS,2004,Manual,95000.0
Ford,laser,Lain-lain,1995,Manual,15000.0
BMW,Serie 3,320i,2014,Automatic,25000.0
Ford,Lynx,Ghia,1995,Manual,125000.0
BMW,Serie 3,,2002,Automatic Triptonic,105000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2011,Automatic Triptonic,35000.0
Lexus,LX,570,2009,Automatic Triptonic,105000.0
Nissan,March,1.2L XS,2014,Automatic,60000.0
Dodge,Journey,SXT Plantinum,2012,Automatic,70000.0
Chevrolet,Spark,LT,2010,Manual,95000.0
BMW,Serie 5,520i F10 Facelift 2.0,2017,Automatic Triptonic,10000.0
Daihatsu,Gran max,Lain-lain,2018,Manual,30000.0
Suzuki,APV,GX,2005,Manual,
Jeep,Wrangler ,Sport Unlimited,2011,Automatic,40000.0
BMW,Serie 3,318i E36 1.8,1997,Manual,185000.0
KIA,Picanto,SE 3,2013,Automatic,65000.0
Suzuki,Ertiga,GL,2012,Manual,50000.0
BMW,Serie 3,320i,2016,Automatic Triptonic,5000.0
BMW,Serie 3,320i E90 LCI,2010,Automatic,130000.0
Honda,Accord,Lain-lain,1996,Manual,
Nissan,Grand livina,Lain-lain,2010,Manual,105000.0
Chevrolet,Captiva,Lain-lain,2012,Automatic Triptonic,150000.0
BMW,X1,sDrive18i xLine,2018,Automatic,30000.0
Toyota,Camry,G,2007,Automatic Triptonic,195000.0
Mercedes-Benz,C-Class,C300,2010,Automatic Triptonic,50000.0
Mazda,CX-5,Touring,2013,Automatic,65000.0
KIA,Sorento,,2013,Automatic Triptonic,75000.0
Mini Cooper,Mini Cooper,Lain-lain,2013,Automatic,5000.0
Toyota,Agya,,2017,Automatic,45000.0
Lain-lain,Lain-lain,,2015,Automatic,5000.0
Audi,Audi A6,V6 3.0,2006,Automatic Triptonic,125000.0
Mitsubishi,Eterna,2.0 Manual,1992,Manual,160000.0
Honda,Mobilio,E,2016,Automatic,40000.0
Mitsubishi,Outlander,Lain-lain,2017,Automatic,20000.0
Ford,Ecosport,Titanium,2015,Automatic,70000.0
Hino,Lain-lain,,2014,Manual,100000.0
Chrysler,300,300C,2013,Automatic Triptonic,40000.0
Mazda,323,1.3,1989,Manual,15000.0
Ford,Focus,S,2012,Automatic Triptonic,60000.0
Ford,Ranger,XLT,2012,Manual,35000.0
Honda,City,E,2016,Automatic Triptonic,60000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2012,Automatic Triptonic,160000.0
Ford,Focus,S,2010,Automatic,85000.0
Toyota,Rush,S,2012,Automatic,70000.0
Toyota,Innova,V Diesel,2005,Manual,250000.0
Daihatsu,Xenia,R 1.3 DLX,2015,Manual,25000.0
Holden,Gemini,Lain-lain,1990,Manual,5000.0
Mercedes-Benz,C-Class,C200,2010,Automatic Triptonic,70000.0
Suzuki,Katana,GX,1991,Manual,40000.0
Mercedes-Benz,E-Class,E300,2010,Automatic,35000.0
Volkswagen,Tiguan,TSI,2014,Automatic,40000.0
Ford,Fiesta,Sport,2012,Automatic,60000.0
Honda,Mobilio,E,2014,Manual,85000.0
Suzuki,Ertiga,GL,2013,Manual,105000.0
Daihatsu,Gran max,Lain-lain,2015,Manual,55000.0
Toyota,Avanza,G,2012,Manual,160000.0
Nissan,Juke,Revolt,2015,Automatic,30000.0
Datsun,Go,Lain-lain,2017,Manual,20000.0
KIA,Rio,Hatchback,2012,Automatic Triptonic,85000.0
Toyota,Avanza,G,2010,Manual,95000.0
Chrysler,PT CRUISER,Lain-lain,2001,Automatic,45000.0
Datsun,Go+,Panca A,2018,Manual,10000.0
Mazda,2,R,2015,Automatic Triptonic,40000.0
Subaru,Forester,Lain-lain,2011,Automatic,95000.0
BMW,Serie 7,730Li,2010,Automatic,65000.0
Ford,Fiesta,Sport,2012,Automatic,55000.0
BMW,Serie 2,218i Sport Line Active Tour,2015,Automatic,60000.0
Mazda,CX-5,Grand Touring,2013,Automatic Triptonic,85000.0
Nissan,X-Trail,Lain-lain,2006,Automatic,120000.0
Mazda,2,Limited Edition,2015,Automatic,55000.0
Lain-lain,Lain-lain,,2016,Automatic Triptonic,55000.0
Suzuki,Karimun estillo,Lain-lain,2014,Manual,50000.0
Mercedes-Benz,C-Class,C200,2011,Automatic,105000.0
KIA,Visto,Lain-lain,2001,Automatic,150000.0
Suzuki,Carry,Lain-lain,2004,Manual,35000.0
Suzuki,APV,Lain-lain,2006,Manual,95000.0
Mercedes-Benz,C-Class,C280,2008,Automatic,5000.0
Mercedes-Benz,E-Class,E280,2008,Automatic Triptonic,65000.0
Suzuki,Ertiga,Dreza,2017,Automatic,30000.0
Hyundai,Atoz,GLS,2003,Manual,180000.0
Isuzu,Grand touring,Lain-lain,2005,Manual,140000.0
Suzuki,Futura,Lain-lain,2007,Manual,45000.0
Honda,CR-V,2.4 i-VTEC,2015,Automatic Triptonic,40000.0
Hyundai,Trajet,GLS,2002,Manual,15000.0
Chevrolet,Captiva,Lain-lain,2010,Manual,155000.0
BMW,Serie 3,318i E46 1.8,2001,Automatic Triptonic,130000.0
Isuzu,Panther,LM,2004,Manual,130000.0
BMW,Serie 5,520d,2015,Automatic,80000.0
Chrysler,300,300C,2013,Automatic Triptonic,40000.0
Wuling,Confero S,S 1.5 ,2018,Manual,25000.0
Datsun,Go+,Panca T Opt,2015,Manual,65000.0
BMW,Serie 3,320i E90 LCI,2010,Automatic Triptonic,85000.0
BMW,Serie 6,Grancoupe,2013,Automatic Triptonic,25000.0
Land Rover,Defender,2.3,1985,Manual,
Hyundai,Atoz,GLS,2004,Manual,20000.0
Honda,CR-V,2.0 i-VTEC,2009,Automatic,90000.0
Chevrolet,Trax,"1,4 L",2016,Automatic Triptonic,55000.0
Mitsubishi,Xpander,ULTIMATE A/T,2017,Automatic,30000.0
Ford,Escape,XLT,2003,Automatic Triptonic,235000.0
Honda,Freed,1.5,2014,Automatic,65000.0
Suzuki,Splash,Lain-lain,2014,Automatic,35000.0
Mazda,CX-5,Grand Touring,2013,Automatic,75000.0
Hyundai,Excel,Lain-lain,2005,Manual,
Hino,Dutro,Truck,2007,Manual,125000.0
Chevrolet,Spin,LTZ,2014,Automatic Triptonic,140000.0
Proton,Exora,CPS B-Line,2013,Manual,110000.0
Foton,Foton,2.8 CRDi,2012,Manual,245000.0
Daihatsu,Terios,TX Adventure,2013,Manual,65000.0
Mazda,BT-50,Lain-lain,2010,Manual,15000.0
Nissan,X-Trail,Lain-lain,2007,Automatic,135000.0
Suzuki,APV,GX,2008,Manual,150000.0
Mercedes-Benz,ML-Class,ML320,2001,Automatic,75000.0
BMW,Serie 7,735Li,1998,Automatic,130000.0
Toyota,Innova,G,2006,Manual,115000.0
Toyota,Avanza,E,2017,Automatic,40000.0
Hyundai,Lain-lain,Lain-lain,1997,Manual,45000.0
Isuzu,Panther,LS,2001,Manual,10000.0
Nissan,Grand livina,Lain-lain,2014,Automatic,60000.0
Honda,Mobilio,RS,2015,Automatic Triptonic,35000.0
Mazda,Biante,2.0,2013,Automatic,80000.0
Hyundai,Santa Fe,Lain-lain,2001,Manual,125000.0
Peugeot,206,XS,2005,Manual,15000.0
Ford,Fiesta,Sport,2012,Automatic Triptonic,95000.0
Daihatsu,Terios,TS,2007,Manual,185000.0
KIA,Picanto,1.2 NA,2013,Manual,45000.0
BMW,Z4,sDrive23i,2010,Automatic,55000.0
Ford,Everest,XLT,2007,Automatic,210000.0
Hyundai,Coupe,Lain-lain,2008,Automatic,30000.0
Mitsubishi,Triton,GLS,2011,Manual,50000.0
Mazda,CX-5,Touring,2014,Automatic Triptonic,50000.0
Daihatsu,Xenia,Li Deluxe,2012,Manual,155000.0
Volvo,XC90,T-6,2004,Automatic Triptonic,100000.0
Datsun,Go+,Lain-lain,2014,Manual,120000.0
Honda,Freed,E,2012,Automatic,100000.0
Nissan,Livina,X-Gear,2008,Automatic,105000.0
Daihatsu,Sigra,1.0 M,2018,Manual,10000.0
Mitsubishi,Colt,,2019,Manual,5000.0
Isuzu,Panther,2.3,1994,Manual,25000.0
Suzuki,Ertiga,GL Sporty,2015,Manual,25000.0
Chevrolet,Aveo,LT,2005,Automatic,70000.0
Mercedes-Benz,E-Class,E250,2012,Automatic Triptonic,25000.0
Isuzu,Panther,Grand Touring,2010,Manual,110000.0
Ford,Fiesta,Sport,2011,Automatic,70000.0
Toyota,Agya,G,2013,Manual,110000.0
Hyundai,Lain-lain,Lain-lain,2010,Automatic,100000.0
Hyundai,i20,GL,2009,Manual,75000.0
Datsun,Go+,Panca T Style,2016,Manual,60000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2017,Automatic Triptonic,35000.0
Nissan,Grand livina,Lain-lain,2009,Manual,125000.0
KIA,Picanto,A/T,2010,Automatic,85000.0
BMW,X6,xDrive35i,2011,Automatic Triptonic,30000.0
BMW,Serie 3,318i E46 1.9,2000,Automatic Triptonic,155000.0
Chery,QQ,Compact City,2010,Manual,70000.0
Daihatsu,Taft,GT,1988,Manual,90000.0
Nissan,March,1.2L,2015,Automatic,50000.0
Wuling,Cortez,1.8,2018,Automatic Triptonic,10000.0
KIA,Picanto,SE,2007,Manual,160000.0
Mitsubishi,Mirage,GLX,2012,Manual,80000.0
Daihatsu,Xenia,Li Deluxe,2011,Manual,35000.0
Mazda,Biante,2.0 SKYACTIV,2015,Automatic Triptonic,70000.0
Honda,Mobilio,E Prestige,2014,Automatic,45000.0
Honda,Accord,1.6,1985,Manual,40000.0
Toyota,Fortuner,G,2012,Automatic,75000.0
Nissan,Livina,X-Gear,2015,Manual,50000.0
Datsun,Go+,Panca T,2014,Manual,35000.0
KIA,Rio 5 Door,LX+ MT,2013,Manual,95000.0
Nissan,Livina,X-Gear,2008,Automatic,150000.0
Daihatsu,Ayla,Lain-lain,2017,Manual,25000.0
Mazda,CX-5,Grand Touring,2014,Automatic,50000.0
Daihatsu,Gran max,Lain-lain,2017,Manual,10000.0
Mazda,CX-9,GT,2018,Automatic Triptonic,15000.0
Nissan,Grand livina,Lain-lain,2008,Automatic,70000.0
Nissan,Grand livina,,2015,Automatic,90000.0
Isuzu,Panther,2.5,2001,Manual,95000.0
Daihatsu,Xenia,X,2018,Manual,15000.0
Mazda,CX-5,Touring,2015,Automatic,20000.0
Mazda,Biante,Lain-lain,2014,Automatic,90000.0
Honda,Mobilio,E,2015,Automatic,15000.0
Mazda,2,R,2011,Automatic,85000.0
Daihatsu,Luxio,X,2012,Automatic,150000.0
BMW,Serie 3,320i Luxury,2018,Automatic,5000.0
Chevrolet,Spark,LT,2012,Manual,95000.0
Hyundai,Atoz,GLS,2003,Manual,205000.0
Ford,Ranger,Base,2009,Manual,135000.0
Jeep,Wrangler ,Sport CRD Unlimited,2014,Automatic,25000.0
Volkswagen,Scirocco,1.4 TSI,2012,Automatic Triptonic,35000.0
Nissan,Serena,HWS,2014,Automatic,70000.0
Volkswagen,Beetle,Lain-lain,2000,Automatic,40000.0
KIA,Rio,Hatchback,2002,Automatic,100000.0
Ford,Fiesta,Trend,2012,Automatic Triptonic,100000.0
Hino,Dutro,300 Series,2019,Manual,15000.0
BMW,Serie 3,320i,2005,Automatic Triptonic,110000.0
Toyota,Avanza,G,2015,Automatic,75000.0
Honda,CR-V,2.4,2012,Automatic,100000.0
Nissan,Livina,Lain-lain,2011,Manual,85000.0
Mazda,2,R,2015,Automatic Triptonic,30000.0
Timor,SOHC,1.5,1999,Manual,45000.0
BMW,Serie 3,323i E36 2.5,1998,Manual,205000.0
Honda,Mobilio,E,2017,Manual,70000.0
Toyota,Fortuner,G,2013,Automatic,90000.0
Nissan,Serena,HWS,2011,Automatic,110000.0
Nissan,Grand livina,Lain-lain,2015,Automatic,80000.0
BMW,X3,xDrive20i xLine,2015,Automatic Triptonic,30000.0
Mazda,2,R,2011,Automatic,5000.0
Toyota,Innova,V,2018,Automatic,55000.0
Suzuki,Carry Pick-up,Lain-lain,2015,Manual,25000.0
Daihatsu,Ayla,Lain-lain,2019,Manual,5000.0
Daihatsu,Ayla,X Elegant,2016,Manual,25000.0
Hyundai,Getz,Lain-lain,2005,Manual,125000.0
Isuzu,Lain-lain,,2016,Manual,100000.0
Ford,Fiesta,Sport,2011,Automatic,65000.0
Toyota,Innova,V,2015,Automatic,60000.0
Toyota,Calya,E,2018,Manual,25000.0
KIA,Sportage,LX,2013,Automatic Triptonic,75000.0
Daihatsu,Ayla,X,2015,Manual,45000.0
KIA,Carnival,GS,2000,Automatic,50000.0
BMW,Serie 3,320i Sport,2014,Automatic,35000.0
Nissan,March,1.2L,2012,Automatic,95000.0
Volkswagen,Scirocco,1.4 TSI,2018,Automatic Triptonic,15000.0
Mercedes-Benz,E-Class,E220,1995,Automatic,105000.0
Mitsubishi,Grandis,,2010,Automatic Triptonic,110000.0
BMW,X1,sDrive18i,2018,Automatic Triptonic,10000.0
Chevrolet,Spin,LTZ,2013,Manual,100000.0
Honda,Jazz,RS CVT,2008,Automatic Triptonic,130000.0
Mercedes-Benz,Lain-lain,Lain-lain,1985,Manual,5000.0
Ford,Telstar,2.0,2001,Manual,205000.0
Porsche,Cayman,2.9,2011,Automatic,20000.0
Daewoo,Matiz,0.8,2000,Manual,35000.0
Toyota,Yaris,Heykers,2017,Manual,15000.0
Suzuki,Ertiga,GL,2016,Automatic,70000.0
Hyundai,Avega,GL,2008,Manual,155000.0
KIA,Carens II,Lain-lain,2013,Automatic Triptonic,115000.0
Nissan,March,1.2L XS,2011,Automatic,90000.0
Isuzu,New Panther,Lain-lain,2014,Manual,5000.0
Mercedes-Benz,M-Class,Lain-lain,2014,Automatic,50000.0
Peugeot,206,XS,2004,Automatic Triptonic,110000.0
Lain-lain,Lain-lain,Lain-lain,2009,Automatic,10000.0
Peugeot,206,XR,2003,Manual,205000.0
Mazda,CX-5,Grand Touring,2016,Automatic Triptonic,25000.0
Toyota,HILUX,Lain-lain,2015,Manual,95000.0
Mazda,6,2.5,2018,Automatic Triptonic,5000.0
Daihatsu,Ayla,M Sporty,2014,Manual,65000.0
Land Rover,Range Rover Sport,Lain-lain,2005,Automatic,70000.0
Nissan,Grand livina,Lain-lain,2008,Manual,90000.0
KIA,Visto,Lain-lain,2000,Manual,20000.0
Ford,Ecosport,Trend,2014,Manual,15000.0
Daihatsu,Gran max Pick-up,Lain-lain,2015,Manual,115000.0
Honda,CR-V,2.4,2008,Automatic Triptonic,125000.0
Suzuki,Carry,Lain-lain,2005,Manual,65000.0
Honda,CR-V,2.0,2007,Automatic,95000.0
Hyundai,Sonata,2.4,2012,Automatic Triptonic,175000.0
Nissan,Grand livina,Lain-lain,2010,Manual,75000.0
Mazda,2,R,2010,Automatic,75000.0
Isuzu,Elf Minibus,2.8 Minibus Diesel,2008,Manual,
KIA,Lain-lain,Lain-lain,2002,Manual,25000.0
Datsun,Go+,Panca D,2017,Manual,35000.0
Ford,Everest,LTD,2011,Manual,100000.0
Isuzu,Panther,Pick Up 2.5,2011,Manual,115000.0
BMW,Serie 3,318i E46 Facelift 2.0,2004,Automatic,80000.0
Suzuki,Wagon R,Lain-lain,2016,Automatic,60000.0
BMW,Serie 3,320i,2014,Automatic,35000.0
Nissan,Livina,X-Gear,2008,Automatic,115000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,130000.0
Mitsubishi,Pajero Sport,,2019,Automatic,5000.0
Suzuki,Escudo,Lain-lain,1996,Manual,15000.0
Honda,Mobilio,S,2015,Manual,60000.0
Subaru,Exiga,2.0,2010,Automatic Triptonic,85000.0
Daihatsu,Ayla,X,2014,Automatic,60000.0
Suzuki,Jimny,Lain-lain,1990,Manual,5000.0
Chevrolet,Captiva,Lain-lain,2015,Automatic,55000.0
Honda,Brio,E,2015,Manual,50000.0
Suzuki,Ertiga,GL,2013,Manual,85000.0
Ford,Ranger,Base,2010,Manual,175000.0
Suzuki,Swift,ST,2006,Automatic,150000.0
Mitsubishi,L300,Pick Up,2014,Manual,90000.0
Mercedes-Benz,C-Class,C200,2012,Automatic Triptonic,60000.0
Mazda,2,R,2012,Automatic,70000.0
Mazda,Biante,2.0 SKYACTIV,2015,Automatic,35000.0
Ford,Fiesta,Lain-lain,2011,Automatic,55000.0
Honda,CR-V,2.0 i-VTEC,2008,Manual,120000.0
Nissan,Juke,RX,2011,Automatic,65000.0
Mitsubishi,Triton,GLS,2008,Manual,50000.0
Lexus,RX,270,2013,Automatic,75000.0
Suzuki,Splash,GL,2011,Manual,155000.0
Honda,CR-V,2.4,2009,Automatic Triptonic,120000.0
Mercedes-Benz,E-Class,E300,1989,Manual,120000.0
Mitsubishi,L300,Pick Up,2012,Manual,105000.0
Mercedes-Benz,C-Class,C200,2010,Automatic Triptonic,40000.0
Datsun,Go+,Panca T,2015,Manual,95000.0
Mazda,CX-5,Sport,2012,Automatic,50000.0
Mazda,CX-5,Touring,2012,Automatic,50000.0
Daihatsu,Luxio,X,2015,Manual,75000.0
Chevrolet,Aveo,LT,2014,Manual,35000.0
Honda,Civic,1.8L,2016,Manual,55000.0
Toyota,Vios,G,2010,Automatic,75000.0
BMW,Serie 3,320i Sport,2018,Automatic Triptonic,20000.0
Mitsubishi,Mirage,GLX,2015,Manual,20000.0
Suzuki,Ertiga,GX,2013,Automatic,95000.0
Land Rover,Defender,Lain-lain,1988,Manual,45000.0
Nissan,Grand livina,Lain-lain,2013,Automatic,135000.0
Nissan,X-Trail,Lain-lain,2008,Automatic Triptonic,115000.0
Daihatsu,Zebra,ZSX,2005,Manual,105000.0
Isuzu,Panther,2.3,1996,Manual,105000.0
Honda,Brio,Satya E,2017,Automatic,20000.0
Jeep,Wrangler ,Rubicon,2012,Automatic,40000.0
Toyota,Yaris,TRD Sportivo,2014,Automatic,40000.0
Chevrolet,Spin,LTZ,2015,Manual,105000.0
Geely,MK,1.5,2011,Manual,30000.0
BMW,X1,sDrive18i xLine,2018,Automatic,10000.0
Hyundai,Accent,GLS,2004,Manual,25000.0
Mitsubishi,Pajero Sport,Dakar,2015,Automatic,55000.0
Volkswagen,Tiguan,TSI,2015,Automatic,55000.0
Mercedes-Benz,E-Class,E240,2004,Automatic,80000.0
Toyota,Innova,Lain-lain,2016,Automatic,65000.0
Daihatsu,Terios,,2019,Manual,5000.0
Suzuki,Swift,ST,2011,Automatic,105000.0
Suzuki,Grand vitara,Lain-lain,2009,Automatic,80000.0
Mitsubishi,Pajero Sport,Dakar 2.4,2017,Automatic Triptonic,5000.0
Chevrolet,Aveo,LT,2012,Automatic,95000.0
Mercedes-Benz,C-Class,C230,1997,Manual,135000.0
Mercedes-Benz,E-Class,E200,2011,Automatic,55000.0
Daihatsu,Ayla,X Elegant,2014,Automatic,30000.0
Jeep,Wrangler ,Sport Unlimited,2011,Automatic,35000.0
Datsun,Go+,Panca T Style,2016,Manual,20000.0
KIA,Sportage,EX,2011,Automatic,115000.0
Mazda,CX-5,Grand Touring,2015,Automatic,150000.0
Honda,HR-V,S MT,2017,Manual,45000.0
Chrysler,PT CRUISER,Lain-lain,2003,Automatic,55000.0
Daihatsu,Xenia,Xi Deluxe,2011,Manual,70000.0
BMW,Serie 3,,2012,Automatic Triptonic,75000.0
Daihatsu,Sirion,D,2015,Automatic,10000.0
Toyota,Avanza,G,2012,Manual,105000.0
Timor,SOHC,1.5,1998,Manual,250000.0
Mazda,2,S,2012,Automatic,80000.0
Mazda,323,1.3,1986,Manual,
Klasik dan Antik,Lain-lain,Lain-lain,1985,Manual,30000.0
Toyota,Avanza,Veloz,2012,Manual,205000.0
Mini Cooper,Mini Cooper,Lain-lain,2012,Automatic Triptonic,35000.0
Suzuki,SX4,Cross Over,2008,Automatic,115000.0
Suzuki,Splash,GL,2013,Automatic,65000.0
Daihatsu,Terios,Adventure R,2016,Automatic,40000.0
Hyundai,i10,Lain-lain,2016,Manual,50000.0
Mazda,2,R,2013,Automatic,90000.0
KIA,Carens II,Lain-lain,2005,Manual,85000.0
Hummer,H3,Alpha V8,2010,Automatic,35000.0
Honda,Jazz,VTEC,2006,Manual,200000.0
Chevrolet,Captiva,Lain-lain,2013,Automatic,70000.0
Daihatsu,Luxio,D,2011,Manual,90000.0
KIA,Picanto,A/T Option,2008,Automatic,155000.0
Volvo,Lain-lain,,1995,Automatic,105000.0
Toyota,Rush,G,2018,Automatic,25000.0
Mitsubishi,Pajero Sport,Dakar,2012,Automatic,95000.0
Toyota,Sienta,G,2017,Manual,65000.0
Land Rover,Range Rover Evoque,Dynamic Luxury Si4,2015,Automatic Triptonic,15000.0
Nissan,Grand livina,Lain-lain,2009,Automatic,105000.0
BMW,Serie 3,320i,2013,Automatic Triptonic,35000.0
KIA,Picanto,M/T,2010,Manual,90000.0
Toyota,Yaris,TRD Sportivo TRD M/T,2016,Manual,40000.0
Mazda,2,R,2012,Automatic,65000.0
Isuzu,Panther,2.5,1996,Manual,40000.0
Mercedes-Benz,Lain-lain,Lain-lain,1997,Manual,75000.0
Isuzu,Grand touring,Lain-lain,2011,Manual,45000.0
KIA,Picanto,A/T Option,2012,Automatic,65000.0
Suzuki,SX4,Cross Over,2008,Manual,5000.0
Toyota,Calya,G,2016,Manual,40000.0
Ford,Ecosport,Titanium,2014,Automatic,65000.0
Datsun,Go,Panca A,2016,Manual,65000.0
Daihatsu,Xenia,Xi Sporty,2011,Manual,200000.0
Datsun,Cross,Lain-lain,2018,Automatic,10000.0
Daihatsu,Sigra,1.0 M,2018,Manual,10000.0
BMW,Serie 3,318i E46 1.9,2002,Automatic Triptonic,145000.0
Honda,CR-V,Lain-lain,2017,Automatic,30000.0
Chevrolet,Captiva,Lain-lain,2008,Manual,125000.0
Hyundai,Getz,Lain-lain,2005,Manual,30000.0
Suzuki,Ertiga,GX,2017,Manual,90000.0
Toyota,Rush,TRD Sportivo,2016,Manual,70000.0
Hyundai,Atoz,G,2004,Manual,130000.0
Mazda,BT-50,2.5 D Pickup,2009,Manual,105000.0
Mitsubishi,Xpander,SPORT A/T,2018,Automatic,35000.0
Ford,Everest,XLT,2004,Automatic,275000.0
Daihatsu,Xenia,M,2012,Manual,100000.0
Suzuki,Ertiga,GL Sporty,2015,Automatic,65000.0
Hyundai,Atoz,GLS,2004,Automatic,100000.0
KIA,Picanto,A/T,2008,Automatic,105000.0
Hummer,H3,Alpha V8,2008,Automatic,85000.0
Honda,Jazz,S,2011,Automatic,105000.0
Volkswagen,Scirocco,R,2013,Automatic,20000.0
